Title,URL,Source/Domain,Pub Date,Category,Relevance,Authority,Recency,Completeness,Readability,Total,Score Reason
User research in discovery - Service Manual - GOV.UK,https://www.gov.uk/service-manual/user-research/user-research-in-discovery,www.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.8,0.7,0.83,"Relevance 0.95: matched query terms ['service', 'manual', 'discovery', 'phase'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.80: 104 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 104 words"
Service manual discovery findings – Data in government,https://dataingovernment.blog.gov.uk/2015/09/16/service-manual-discovery-findings/,dataingovernment.blog.gov.uk,,General References,0.7,0.9,0.55,0.65,0.7,0.72,"Relevance 0.70: matched query terms ['service', 'manual', 'discovery'] and 0 category keywords for General References | Authority 0.90: domain dataingovernment.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 41 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 41 words"
Getting your whole team involved in Discovery – User research in government,https://userresearch.blog.gov.uk/2015/10/14/getting-your-whole-team-involved-in-discovery/,userresearch.blog.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.65,0.7,0.8075,"Relevance 0.95: matched query terms ['service', 'manual', 'discovery', 'phase'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain userresearch.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 47 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 47 words"
Agile delivery - Service Manual - GOV.UK,https://www.gov.uk/service-manual/agile-delivery,www.gov.uk,,General References,0.85,0.9,0.55,0.65,0.7,0.7725,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 54 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 54 words"
Set up a service team at each phase - Service Manual - GOV.UK,https://www.gov.uk/service-manual/the-team/set-up-a-service-team,www.gov.uk,,General References,0.85,0.9,0.55,0.75,0.7,0.7875,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.75: 73 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 73 words"
Decoding Discovery | ONS Digital,https://digitalblog.ons.gov.uk/2016/08/22/decoding-discovery/,digitalblog.ons.gov.uk,,Governance & Ethics,0.8,0.9,0.55,0.8,0.6,0.7675,"Relevance 0.80: matched query terms ['service', 'discovery', 'phase'] and 1 category keywords for Governance & Ethics | Authority 0.90: domain digitalblog.ons.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.80: 122 words in snippet with 1 category keyword hits | Readability 0.60: snippet length 122 words"
Discovery Phase Scoping for Data Driven Change - Digital Marketplace,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/384047838758470,www.applytosupply.digitalmarketplace.service.gov.uk,,General References,0.55,0.9,0.55,0.65,0.7,0.6675,"Relevance 0.55: matched query terms ['discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.applytosupply.digitalmarketplace.service.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 49 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 49 words"
"How to run a discovery for any project (not just digital ones) – DfE Digital, Data and Technology",https://dfedigital.blog.gov.uk/2018/07/31/how-to-run-a-discovery-for-any-project-not-just-digital-ones/,dfedigital.blog.gov.uk,,General References,0.7,0.9,0.55,0.65,0.7,0.72,"Relevance 0.70: matched query terms ['service', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain dfedigital.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 40 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 40 words"
Discovering pre-discovery – BEIS Digital,https://beisdigital.blog.gov.uk/2022/05/31/discovering-pre-discovery/,beisdigital.blog.gov.uk,,General References,0.7,0.9,0.55,0.75,0.7,0.735,"Relevance 0.70: matched query terms ['service', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain beisdigital.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.75: 66 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 66 words"
What we've learned about preparing for discovery,https://defradigital.blog.gov.uk/2017/08/07/what-weve-learned-about-preparing-for-discovery/,defradigital.blog.gov.uk,,General References,0.7,0.9,0.55,0.65,0.7,0.72,"Relevance 0.70: matched query terms ['service', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain defradigital.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 53 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 53 words"
Discovery & GDS Service - Digital Marketplace,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/357733356458040,www.applytosupply.digitalmarketplace.service.gov.uk,,"Data, RAG, and Agents",0.95,0.9,0.55,0.7,0.7,0.815,"Relevance 0.95: matched query terms ['service', 'manual', 'discovery', 'phase'] and 1 category keywords for Data, RAG, and Agents | Authority 0.90: domain www.applytosupply.digitalmarketplace.service.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.70: 45 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 45 words"
A checklist for discovery – a basic guide of what to include,https://digitalhealth.blog.gov.uk/2014/05/28/a-checklist-for-discovery-a-basic-guide-of-what-to-include/,digitalhealth.blog.gov.uk,,"Templates, SOPs, and Checklists",0.8,0.9,0.55,0.65,0.7,0.755,"Relevance 0.80: matched query terms ['service', 'discovery', 'phase'] and 1 category keywords for Templates, SOPs, and Checklists | Authority 0.90: domain digitalhealth.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 47 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 47 words"
Sustaining the fight – what we learned in discovery,https://defencedigital.blog.gov.uk/2021/04/01/sustaining-the-fight-what-we-learned-in-discovery/,defencedigital.blog.gov.uk,,General References,0.85,0.9,0.55,0.75,0.7,0.7875,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain defencedigital.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.75: 72 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 72 words"
1 - Discovery - MBC Digital Service,https://digitalservices.maidstone.gov.uk/about-us/toolkits/agile-project-management-framework/1-discovery,digitalservices.maidstone.gov.uk,,General References,0.7,0.9,0.55,0.65,0.7,0.72,"Relevance 0.70: matched query terms ['service', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain digitalservices.maidstone.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 51 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 51 words"
Introducing the next stage of the Service Manual – Government Digital Service,https://gds.blog.gov.uk/2016/12/19/introducing-the-next-stage-of-the-service-manual/,gds.blog.gov.uk,,General References,0.7,0.9,0.55,0.75,0.7,0.735,"Relevance 0.70: matched query terms ['service', 'manual', 'discovery'] and 0 category keywords for General References | Authority 0.90: domain gds.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.75: 98 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 98 words"
DDaT20110 - Agile Discovery Phase - Digital Marketplace,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/12197,www.digitalmarketplace.service.gov.uk,,General References,0.85,0.9,0.55,0.65,0.7,0.7725,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.digitalmarketplace.service.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 40 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 40 words"
Doing user research in the discovery phase – User research in government,https://userresearch.blog.gov.uk/2015/05/27/doing-user-research-in-the-discovery-phase/,userresearch.blog.gov.uk,,Discovery & Product Strategy,0.8,0.9,0.55,0.7,0.7,0.7625,"Relevance 0.80: matched query terms ['service', 'discovery', 'phase'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain userresearch.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.70: 43 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 43 words"
Designing public services that work for everyone – Government Digital...,https://gds.blog.gov.uk/2025/12/10/designing-public-services-that-work-for-everyone/,gds.blog.gov.uk,,General References,0.85,0.9,0.55,0.65,0.7,0.7725,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain gds.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 39 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 39 words"
Move to UC Discovery (Test & Learn) phase NI - screening,https://www.communities-ni.gov.uk/publications/move-uc-discovery-test-learn-phase-ni-screening,www.communities-ni.gov.uk,,General References,0.55,0.9,0.55,0.65,0.7,0.6675,"Relevance 0.55: matched query terms ['discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.communities-ni.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 41 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 41 words"
Young People and Work Report: Call for Evidence - GOV.UK,https://www.gov.uk/government/calls-for-evidence/young-people-and-work-report-call-for-evidence/young-people-and-work-report-call-for-evidence,www.gov.uk,,General References,0.7,0.9,0.55,0.65,0.7,0.72,"Relevance 0.70: matched query terms ['service', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 44 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 44 words"
Consular appointments discovery – looking outside the department,https://blogs.fcdo.gov.uk/markbarlow/2014/09/15/consular-appointments-discovery-looking-outside-the-department/,blogs.fcdo.gov.uk,,General References,0.7,0.9,0.55,0.65,0.7,0.72,"Relevance 0.70: matched query terms ['service', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain blogs.fcdo.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 41 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 41 words"
Scout - Projects - Incubator for Artificial Intelligence - GOV.UK,https://ai.gov.uk/projects/scout/,ai.gov.uk,,General References,0.4,0.9,0.55,0.65,0.7,0.615,"Relevance 0.40: matched query terms ['manual'] and 0 category keywords for General References | Authority 0.90: domain ai.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 35 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 35 words"
Rare Roman discovery found in Carlisle | Cumberland Council,https://www.cumberland.gov.uk/news/2024/rare-roman-discovery-found-carlisle,www.cumberland.gov.uk,,General References,0.55,0.9,0.55,0.65,0.7,0.6675,"Relevance 0.55: matched query terms ['service', 'discovery'] and 0 category keywords for General References | Authority 0.90: domain www.cumberland.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 45 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 45 words"
Document type: service_manual_guide - GOV.UK Developer ...,https://docs.publishing.service.gov.uk/document-types/service_manual_guide.html,docs.publishing.service.gov.uk,,General References,0.85,0.9,0.55,0.75,0.7,0.7875,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain docs.publishing.service.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.75: 61 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 61 words"
Service Manual - GOV.UK,https://www.gov.uk/service-manual,www.gov.uk,,General References,0.55,0.9,0.55,0.65,0.7,0.6675,"Relevance 0.55: matched query terms ['service', 'manual'] and 0 category keywords for General References | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 30 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 30 words"
Blueprint Discovery,https://assets.applytosupply.digitalmarketplace.service.gov.uk/g-cloud-14/documents/92330/782462352510334-service-definition-document-2024-05-03-1429.pdf,assets.applytosupply.digitalmarketplace.service.gov.uk,,General References,0.85,0.9,0.55,0.65,0.7,0.7725,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain assets.applytosupply.digitalmarketplace.service.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 55 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 55 words"
An introduction to the new extractives service –,https://companieshouse.blog.gov.uk/2015/10/13/an-introduction-to-the-new-extractives-service/,companieshouse.blog.gov.uk,,General References,0.7,0.9,0.55,0.65,0.7,0.72,"Relevance 0.70: matched query terms ['service', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain companieshouse.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 30 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 30 words"
Naming your service - Service Manual - GOV.UK,https://www.gov.uk/service-manual/design/naming-your-service,www.gov.uk,,General References,0.85,0.9,0.55,0.65,0.7,0.7725,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 32 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 32 words"
Discovery phase for Website & Intranet - Digital Marketplace,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/924,www.digitalmarketplace.service.gov.uk,,General References,0.55,0.9,0.55,0.55,0.7,0.6525,"Relevance 0.55: matched query terms ['discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.digitalmarketplace.service.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 29 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 29 words"
Discovery phase delivery team - Digital Marketplace,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/521619731378301,www.applytosupply.digitalmarketplace.service.gov.uk,,General References,0.85,0.9,0.55,0.55,0.7,0.7575,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.applytosupply.digitalmarketplace.service.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 23 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 23 words"
Service Manual preparing for beta – Government Digital,https://gds.blog.gov.uk/2015/12/21/service-manual-preparing-for-beta/,gds.blog.gov.uk,,General References,0.7,0.9,0.55,0.55,0.7,0.705,"Relevance 0.70: matched query terms ['service', 'manual', 'discovery'] and 0 category keywords for General References | Authority 0.90: domain gds.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 22 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 22 words"
Land Deployed Applications – A Strategic Discovery –,https://defencedigital.blog.gov.uk/2022/04/04/land-deployed-applications-a-strategic-discovery/,defencedigital.blog.gov.uk,,General References,0.85,0.9,0.55,0.55,0.7,0.7575,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain defencedigital.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 24 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 24 words"
The GDS Way,https://gds-way.digital.cabinet-office.gov.uk/,gds-way.digital.cabinet-office.gov.uk,,General References,0.85,0.9,0.55,0.65,0.7,0.7725,"Relevance 0.85: matched query terms ['service', 'manual', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain gds-way.digital.cabinet-office.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 47 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 47 words"
Learning Theory — Alignment Project by AISI,https://alignmentproject.aisi.gov.uk/research-area/learning-theory,alignmentproject.aisi.gov.uk,,General References,0.4,0.9,0.55,0.65,0.7,0.615,"Relevance 0.40: matched query terms ['phase'] and 0 category keywords for General References | Authority 0.90: domain alignmentproject.aisi.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 35 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 35 words"
Health of the Borough Report - 2024,https://www.ealing.gov.uk/download/downloads/id/18981/health_of_the_borough.pdf,www.ealing.gov.uk,,General References,0.7,0.9,0.55,0.55,0.7,0.705,"Relevance 0.70: matched query terms ['service', 'discovery', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.ealing.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 20 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 20 words"
Planning Case Study / Information We have used Corra Funding...,https://www.cosla.gov.uk/__data/assets/word_doc/0019/32293/Planning-example-Clackmannanshire.docx,www.cosla.gov.uk,,General References,0.55,0.9,0.55,0.55,0.7,0.6525,"Relevance 0.55: matched query terms ['service', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.cosla.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 28 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 28 words"
Basildon District Council - Nature Conservation Guide for Basildon...,https://basildon.gov.uk/media/580/Basildon-District-Nature-Conservation-Guide-2005/pdf/pdf6258314259959872082.pdf?m=633631284543130000,basildon.gov.uk,,General References,0.55,0.9,0.55,0.65,0.7,0.6675,"Relevance 0.55: matched query terms ['manual', 'phase'] and 0 category keywords for General References | Authority 0.90: domain basildon.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 36 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 36 words"
Love Letters - The National Archives,https://www.nationalarchives.gov.uk/whats-on/exhibitions/love-letters/,www.nationalarchives.gov.uk,,General References,0.55,0.9,0.55,0.55,0.7,0.6525,"Relevance 0.55: matched query terms ['service', 'phase'] and 0 category keywords for General References | Authority 0.90: domain www.nationalarchives.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 29 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 29 words"
Hosted By Bedford Borough Council: Willington in Prehistory,https://bedsarchives.bedford.gov.uk/CommunityHistories/Willington/WillingtonInPrehistory.aspx,bedsarchives.bedford.gov.uk,,General References,0.55,0.9,0.55,0.65,0.7,0.6675,"Relevance 0.55: matched query terms ['service', 'discovery'] and 0 category keywords for General References | Authority 0.90: domain bedsarchives.bedford.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 45 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 45 words"
"Agenda for Communities, Housing and Public Protection Committee on...",https://committees.aberdeencity.gov.uk/ieListDocuments.aspx?MId=9545,committees.aberdeencity.gov.uk,,General References,0.25,0.9,0.55,0.65,0.7,0.5625,"Relevance 0.25: matched query terms [] and 0 category keywords for General References | Authority 0.90: domain committees.aberdeencity.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 44 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 44 words"
How we use user research to inform Service Manual guidance – User research in government,https://userresearch.blog.gov.uk/2021/06/03/how-we-use-user-research-to-inform-service-manual-guidance/,userresearch.blog.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.8,0.7,0.83,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain userresearch.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.80: 78 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 78 words"
Working with users and economists to evolve the Service Manual,https://userresearch.blog.gov.uk/2021/11/11/working-with-users-and-economists-to-evolve-the-service-manual/,userresearch.blog.gov.uk,,General References,0.85,0.9,0.55,0.55,0.7,0.7575,"Relevance 0.85: matched query terms ['service', 'manual', 'user', 'research'] and 0 category keywords for General References | Authority 0.90: domain userresearch.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 29 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 29 words"
Service manual – User research in government,https://userresearch.blog.gov.uk/category/service-manual/,userresearch.blog.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.7,0.7,0.815,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain userresearch.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.70: 55 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 55 words"
User research - Service Manual - GOV.UK,https://www.gov.uk/service-manual/user-research,www.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.6,0.7,0.8,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 22 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 22 words"
Plan user research for your service - Service Manual - GOV.UK,https://www.gov.uk/service-manual/user-research/plan-user-research-for-your-service,www.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.55,0.7,0.7925,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 28 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 28 words"
Learning about users and their needs - Service Manual - GOV.UK,https://www.gov.uk/service-manual/user-research/start-by-learning-user-needs,www.gov.uk,,General References,0.85,0.9,0.55,0.65,0.7,0.7725,"Relevance 0.85: matched query terms ['service', 'manual', 'user', 'research'] and 0 category keywords for General References | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 57 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 57 words"
User research for government services: an introduction - Service Manual - GOV.UK,https://www.gov.uk/service-manual/user-research/how-user-research-improves-service-design,www.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.65,0.7,0.8075,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.65: 49 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 49 words"
Researching user experiences - Service Manual - GOV.UK,https://www.gov.uk/service-manual/user-research/researching-user-experiences,www.gov.uk,,General References,0.85,0.9,0.55,0.55,0.7,0.7575,"Relevance 0.85: matched query terms ['service', 'manual', 'user', 'research'] and 0 category keywords for General References | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 16 words in snippet with 0 category keyword hits | Readability 0.70: snippet length 16 words"
New user research methods guides in the Service Manual – User research in government,https://userresearch.blog.gov.uk/2017/03/01/new-user-research-methods-guides-in-the-service-manual/,userresearch.blog.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.7,0.7,0.815,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain userresearch.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.70: 30 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 30 words"
User research in government – User research news and case studies from across government,https://userresearch.blog.gov.uk/,userresearch.blog.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.55,0.7,0.7925,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain userresearch.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.55: 24 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 24 words"
Guidance library - User Research Manual - Department for Education,https://user-research.education.gov.uk/guidance,user-research.education.gov.uk,,Discovery & Product Strategy,0.8,0.9,0.55,0.6,0.7,0.7475,"Relevance 0.80: matched query terms ['manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain user-research.education.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 13 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 13 words"
DfE user research standards - User Research Manual - Department for Education,https://user-research.education.gov.uk/standards/,user-research.education.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.7,0.7,0.815,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain user-research.education.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.70: 41 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 41 words"
Department for Education User Research Manual - User Research Manual - Department for Education,https://user-research.education.gov.uk/,user-research.education.gov.uk,,Discovery & Product Strategy,0.8,0.9,0.55,0.6,0.7,0.7475,"Relevance 0.80: matched query terms ['manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain user-research.education.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 13 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 13 words"
User research community - Service Manual - GOV.UK,https://www.gov.uk/service-manual/communities/user-research-community,www.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.6,0.7,0.8,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 18 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 18 words"
Plan a round of user research - Service Manual - GOV.UK,https://www.gov.uk/service-manual/user-research/plan-round-of-user-research,www.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.6,0.7,0.8,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain www.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 20 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 20 words"
What’s new with the Service Manual?,https://gds.blog.gov.uk/2016/09/14/whats-new-with-the-service-manual/,gds.blog.gov.uk,,Discovery & Product Strategy,0.95,0.9,0.55,0.6,0.7,0.8,"Relevance 0.95: matched query terms ['service', 'manual', 'user', 'research'] and 1 category keywords for Discovery & Product Strategy | Authority 0.90: domain gds.blog.gov.uk carries prior for .gov.uk | Recency 0.55: missing date, neutral score | Completeness 0.60: 22 words in snippet with 1 category keyword hits | Readability 0.70: snippet length 22 words"
